t,x,y,z
49.9,-0.178328,-0.84609,17.9267
49.91,-0.242455,-0.859328,17.4568
49.92,-0.3021,-0.880027,16.9997
49.93,-0.3584,-0.908206,16.5553
49.94,-0.412389,-0.943932,16.1232
49.95,-0.46501,-0.98734,15.7031
49.96,-0.517134,-1.03863,15.2948
49.97,-0.56957,-1.09808,14.8981
49.98,-0.623083,-1.16605,14.5127
49.99,-0.678402,-1.243,14.1385
50,-0.736235,-1.32946,13.7755
50.01,-0.797279,-1.42609,13.4234
50.02,-0.862232,-1.53364,13.0823
50.03,-0.931801,-1.65298,12.7521
50.04,-1.00672,-1.7851,12.433
50.05,-1.08774,-1.93111,12.125
50.06,-1.17566,-2.09227,11.8284
50.07,-1.27135,-2.27,11.5435
50.08,-1.37571,-2.46586,11.2707
50.09,-1.48972,-2.68159,11.0105
50.1,-1.61445,-2.91909,10.7636
50.11,-1.75105,-3.18048,10.531
50.12,-1.90077,-3.46807,10.3138
50.13,-2.06498,-3.78434,10.1133
50.14,-2.24516,-4.13203,9.9313
50.15,-2.44291,-4.51405,9.76993
50.16,-2.65999,-4.93351,9.63173
50.17,-2.89827,-5.39369,9.51984
50.18,-3.15977,-5.898,9.43803
50.19,-3.44666,-6.44992,9.39086
50.2,-3.7612,-7.05293,9.38379
50.21,-4.10581,-7.71032,9.42331
50.22,-4.48294,-8.42508,9.51714
50.23,-4.89507,-9.19964,9.67438
50.24,-5.34465,-10.0355,9.90564
50.25,-5.83397,-10.9329,10.2232
50.26,-6.36504,-11.8901,10.641
50.27,-6.9394,-12.903,11.1748
50.28,-7.5579,-13.964,11.8418
50.29,-8.22038,-15.0614,12.6602
50.3,-8.92534,-16.1781,13.649
50.31,-9.6695,-17.2907,14.8259
50.32,-10.4473,-18.3686,16.2067
50.33,-11.2505,-19.3734,17.8022
50.34,-12.0675,-20.2591,19.616
50.35,-12.8831,-20.9732,21.6411
50.36,-13.6785,-21.4589,23.8562
50.37,-14.4311,-21.6592,26.2236
50.38,-15.1152,-21.5228,28.6871
50.39,-15.7033,-21.0108,31.1726
50.4,-16.1676,-20.1036,33.592
50.41,-16.4824,-18.8073,35.8491
50.42,-16.6264,-17.1565,37.8496
50.43,-16.5849,-15.2141,39.5111
50.44,-16.3518,-13.0655,40.7731
50.45,-15.9304,-10.8098,41.604
50.46,-15.3333,-8.54803,42.0032
50.47,-14.5814,-6.37294,41.9989
50.48,-13.7014,-4.35971,41.6415
50.49,-12.7235,-2.56137,40.9955
50.5,-11.6793,-1.00773,40.13
50.51,-10.5989,0.292356,39.1119
50.52,-9.50958,1.34683,38.0001
50.53,-8.43468,2.17539,36.8433
50.54,-7.39309,2.80478,35.6787
50.55,-6.39916,3.2648,34.533
50.56,-5.46301,3.58538,33.4237
50.57,-4.59104,3.79463,32.3611
50.58,-3.78649,3.91778,31.3502
50.59,-3.05005,3.97669,30.3923
50.6,-2.38044,3.98977,29.486
50.61,-1.77489,3.9722,28.6287
50.62,-1.22962,3.9363,27.817
50.63,-0.740132,3.89187,27.0471
50.64,-0.301548,3.84662,26.3157
50.65,0.0912007,3.80652,25.6194
50.66,0.443198,3.77615,24.9554
50.67,0.759423,3.75898,24.3212
50.68,1.04467,3.75759,23.7147
50.69,1.30348,3.77391,23.1344
50.7,1.54013,3.80936,22.5789
50.71,1.7586,3.86501,22.0473
50.72,1.96259,3.94167,21.5388
50.73,2.15551,4.03999,21.0532
50.74,2.34049,4.16053,20.5901
50.75,2.52044,4.30381,20.1498
50.76,2.69802,4.47035,19.7326
50.77,2.87569,4.66071,19.3389
50.78,3.05575,4.87548,18.9695
50.79,3.24032,5.11532,18.6255
50.8,3.4314,5.38095,18.3081
50.81,3.63084,5.67309,18.0189
50.82,3.84042,5.99253,17.7598
50.83,4.0618,6.34003,17.5328
50.84,4.29657,6.71627,17.3406
50.85,4.54622,7.12185,17.1862
50.86,4.81215,7.55717,17.0728
50.87,5.09564,8.02236,17.0043
50.88,5.39785,8.51716,16.985
50.89,5.7198,9.04081,17.0196
50.9,6.06229,9.59186,17.1133
50.91,6.42585,10.168,17.2718
50.92,6.81073,10.766,17.5009
50.93,7.21676,11.3811,17.8069
50.94,7.64328,12.0072,18.1959
50.95,8.08903,12.6367,18.6739
50.96,8.55203,13.2597,19.246
50.97,9.02948,13.8645,19.9165
50.98,9.51761,14.4373,20.6881
50.99,10.0116,14.962,21.561
51,10.5055,15.4212,22.5326
51.01,10.9922,15.7959,23.5966
51.02,11.4633,16.0669,24.7424
51.03,11.9096,16.2154,25.9547
51.04,12.321,16.2246,27.213
51.05,12.6868,16.0811,28.4923
51.06,12.9963,15.7762,29.7634
51.07,13.2395,15.3076,30.9946
51.08,13.4072,14.68,32.1527
51.09,13.4919,13.9058,33.2058
51.1,13.4886,13.0048,34.1252
51.11,13.3948,12.0029,34.8874
51.12,13.2109,10.9304,35.4758
51.13,12.9403,9.82008,35.8818
51.14,12.5894,8.70478,36.1047
51.15,12.1667,7.61493,36.1514
51.16,11.6828,6.57698,36.0348
51.17,11.1496,5.6121,35.7727
51.18,10.5795,4.73559,35.3855
51.19,9.9849,3.95691,34.8947
51.2,9.37771,3.28014,34.3215
51.21,8.76883,2.70487,33.6857
51.22,8.16791,2.22709,33.0048
51.23,7.58316,1.84024,32.2938
51.24,7.02132,1.53615,31.5653
51.25,6.48765,1.30578,30.829
51.26,5.98603,1.1399,30.0927
51.27,5.51911,1.02953,29.3621
51.28,5.08847,0.96628,28.6415
51.29,4.69476,0.94253,27.9337
51.3,4.33789,0.951566,27.2407
51.31,4.01719,0.987594,26.5638
51.32,3.73154,1.04573,25.9035
51.33,3.47951,1.12194,25.2603
51.34,3.25945,1.21298,24.6344
51.35,3.06961,1.31635,24.0256
51.36,2.9082,1.43012,23.4338
51.37,2.77341,1.55297,22.8589
51.38,2.66355,1.68401,22.3007
51.39,2.57699,1.8228,21.7592
51.4,2.51224,1.96922,21.2342
51.41,2.46796,2.12347,20.7256
51.42,2.44298,2.286,20.2336
51.43,2.43626,2.45747,19.7583
51.44,2.44697,2.63875,19.2997
51.45,2.47442,2.83085,18.8582
51.46,2.51811,3.03496,18.4341
51.47,2.5777,3.25236,18.0281
51.48,2.65301,3.48449,17.6406
51.49,2.74402,3.73287,17.2724
51.5,2.85085,3.99913,16.9246
51.51,2.97379,4.28496,16.5982
51.52,3.11325,4.59216,16.2947
51.53,3.26978,4.92257,16.0157
51.54,3.44405,5.27806,15.7631
51.55,3.63686,5.66052,15.5394
51.56,3.8491,6.07181,15.3471
51.57,4.08174,6.51371,15.1894
51.58,4.33585,6.98784,15.07
51.59,4.61251,7.49562,14.9931
51.6,4.91284,8.0381,14.9636
51.61,5.23792,8.61587,14.9868
51.62,5.58875,9.22887,15.069
51.63,5.9662,9.87618,15.2171
51.64,6.37091,10.5558,15.4385
51.65,6.80321,11.2642,15.7415
51.66,7.26299,11.9964,16.1346
51.67,7.74955,12.7451,16.6265
51.68,8.26148,13.5006,17.226
51.69,8.79643,14.2506,17.941
51.7,9.35096,14.9796,18.7782
51.71,9.92034,15.6689,19.742
51.72,10.4984,16.2969,20.8339
51.73,11.0772,16.8391,22.0509
51.74,11.6473,17.2691,23.3846
51.75,12.1975,17.5599,24.8204
51.76,12.7153,17.6853,26.336
51.77,13.1868,17.6224,27.9022
51.78,13.5976,17.354,29.4824
51.79,13.9334,16.8707,31.0345
51.8,14.1808,16.1731,32.5131
51.81,14.3284,15.2732,33.8724
51.82,14.3674,14.1944,35.0701
51.83,14.2928,12.9705,36.0703
51.84,14.1033,11.6429,36.8472
51.85,13.8025,10.2578,37.3865
51.86,13.3975,8.86194,37.6863
51.87,12.8996,7.49888,37.7561
51.88,12.3224,6.20626,37.615
51.89,11.6818,5.01351,37.289
51.9,10.9943,3.94104,36.8079
51.91,10.2766,3.00039,36.2027
51.92,9.54412,2.19513,35.5033
51.93,8.8112,1.52235,34.7366
51.94,8.09011,0.974298,33.926
51.95,7.39109,0.539969,33.0906
51.96,6.72225,0.206549,32.2454
51.97,6.08966,-0.0394458,31.4018
51.98,5.49754,-0.211316,30.5681
51.99,4.9485,-0.321586,29.7498
52,4.44372,-0.381645,28.9505
52.01,3.98328,-0.401556,28.1723
52.02,3.56635,-0.390009,27.4162
52.03,3.19141,-0.354345,26.6823
52.04,2.85647,-0.300644,25.9704
52.05,2.55917,-0.23385,25.2798
52.06,2.297,-0.157895,24.6099
52.07,2.06731,-0.0758366,23.9597
52.08,1.8675,0.010013,23.3286
52.09,1.69498,0.0979718,22.7157
52.1,1.5473,0.186881,22.1202
52.11,1.42215,0.276011,21.5415
52.12,1.31739,0.364985,20.979
52.13,1.23105,0.453709,20.4321
52.14,1.16136,0.542318,19.9003
52.15,1.10674,0.631128,19.3832
52.16,1.06581,0.720603,18.8803
52.17,1.03733,0.811322,18.3915
52.18,1.02029,0.90396,17.9162
52.19,1.0138,0.999273,17.4543
52.2,1.01717,1.09809,17.0055
52.21,1.02982,1.20128,16.5696
52.22,1.05134,1.30981,16.1465
52.23,1.08144,1.42467,15.736
52.24,1.11996,1.54694,15.338
52.25,1.16684,1.67774,14.9526
52.26,1.22218,1.81829,14.5797
52.27,1.28615,1.96986,14.2195
52.28,1.35904,2.13384,13.8721
52.29,1.44126,2.3117,13.5378
52.3,1.53331,2.50503,13.2168
52.31,1.63582,2.71553,12.9099
52.32,1.74952,2.94505,12.6174
52.33,1.87523,3.19556,12.3403
52.34,2.01392,3.46918,12.0795
52.35,2.16666,3.76821,11.8362
52.36,2.33465,4.09509,11.6121
52.37,2.51921,4.45241,11.4088
52.38,2.72179,4.84291,11.2287
52.39,2.94398,5.26948,11.0746
52.4,3.18749,5.73509,10.9495
52.41,3.45413,6.24275,10.8576
52.42,3.74587,6.79546,10.8034
52.43,4.06474,7.39609,10.7925
52.44,4.41285,8.04722,10.8315
52.45,4.79233,8.751,10.9278
52.46,5.20527,9.50883,11.0906
52.47,5.65367,10.3211,11.3299
52.48,6.1393,11.1867,11.6575
52.49,6.66355,12.1026,12.0863
52.5,7.22728,13.0631,12.6308
52.51,7.83058,14.0593,13.3061
52.52,8.47249,15.078,14.1282
52.53,9.15064,16.1014,15.1126
52.54,9.86093,17.1056,16.2733
52.55,10.5971,18.0609,17.6212
52.56,11.3503,18.931,19.1622
52.57,12.1088,19.6736,20.8946
52.58,12.8578,20.2422,22.8064
52.59,13.5792,20.5882,24.8731
52.6,14.2522,20.6649,27.0557
52.61,14.8538,20.4325,29.3
52.62,15.3599,19.8635,31.5384
52.63,15.7469,18.9485,33.6929
52.64,15.9937,17.6997,35.6818
52.65,16.0834,16.1532,37.427
52.66,16.0053,14.367,38.8624
52.67,15.7559,12.4159,39.9414
52.68,15.3401,10.3845,40.6414
52.69,14.7701,8.35729,40.9648
52.7,14.0648,6.41101,40.9372
52.71,13.2479,4.60774,40.6015
52.72,12.3459,2.99148,40.0117
52.73,11.386,1.5874,39.2255
52.74,10.3946,0.403616,38.299
52.75,9.39528,-0.565553,37.2822
52.76,8.40863,-1.33571,36.2168
52.77,7.45134,-1.92861,35.1354
52.78,6.53631,-2.36896,34.0621
52.79,5.67281,-2.68201,33.0134
52.8,4.86686,-2.89184,31.9997
52.81,4.12174,-3.02038,31.0265
52.82,3.43844,-3.08688,30.0963
52.83,2.81616,-3.10783,29.2088
52.84,2.25274,-3.09697,28.3628
52.85,1.74504,-3.06561,27.5558
52.86,1.28925,-3.02286,26.7852
52.87,0.881163,-2.97597,26.0484
52.88,0.516334,-2.93061,25.3427
52.89,0.190283,-2.89119,24.6658
52.9,-0.101415,-2.86107,24.0155
52.91,-0.363044,-2.84278,23.3902
52.92,-0.598686,-2.83823,22.7882
52.93,-0.812195,-2.84883,22.2084
52.94,-1.00717,-2.87564,21.6498
52.95,-1.18696,-2.91947,21.1115
52.96,-1.35466,-2.98098,20.593
52.97,-1.51314,-3.06071,20.0938
52.98,-1.66502,-3.1592,19.6139
52.99,-1.81275,-3.27697,19.153
53,-1.95859,-3.41461,18.7112
53.01,-2.10463,-3.57277,18.2889
53.02,-2.25285,-3.75219,17.8864
53.03,-2.4051,-3.95372,17.5043
53.04,-2.56315,-4.17832,17.1433
53.05,-2.72869,-4.42708,16.8045
53.06,-2.90337,-4.70117,16.4891
53.07,-3.08878,-5.00191,16.1986
53.08,-3.28651,-5.33064,15.9348
53.09,-3.49813,-5.68882,15.6999
53.1,-3.72517,-6.07789,15.4964
53.11,-3.96918,-6.49929,15.3274
53.12,-4.23169,-6.95433,15.1962
53.13,-4.5142,-7.44418,15.1069
53.14,-4.81816,-7.96972,15.0642
53.15,-5.14496,-8.53139,15.0733
53.16,-5.49585,-9.12908,15.1403
53.17,-5.87193,-9.76186,15.2716
53.18,-6.27407,-10.4278,15.4747
53.19,-6.70279,-11.1237,15.7575
53.2,-7.15819,-11.8446,16.1284
53.21,-7.6398,-12.5837,16.596
53.22,-8.14644,-13.3319,17.1688
53.23,-8.67604,-14.0774,17.855
53.24,-9.22547,-14.8053,18.6613
53.25,-9.79032,-15.4979,19.5926
53.26,-10.3648,-16.1341,20.651
53.27,-10.9414,-16.6903,21.8343
53.28,-11.5112,-17.1407,23.1354
53.29,-12.0635,-17.4585,24.5411
53.3,-12.5859,-17.6176,26.0308
53.31,-13.0652,-17.5947,27.577
53.32,-13.4871,-17.3712,29.1449
53.33,-13.8373,-16.9362,30.694
53.34,-14.1026,-16.2882,32.1797
53.35,-14.2709,-15.4366,33.5568
53.36,-14.3331,-14.4022,34.7824
53.37,-14.2834,-13.2163,35.8194
53.38,-14.1198,-11.9185,36.6399
53.39,-13.8446,-10.5535,37.2274
53.4,-13.4644,-9.16774,37.5771
53.41,-12.9892,-7.80516,37.6962
53.42,-12.4324,-6.50446,37.6014
53.43,-11.809,-5.29663,37.3171
53.44,-11.1354,-4.20392,36.8722
53.45,-10.4281,-3.23969,36.2971
53.46,-9.70281,-2.40921,35.6216
53.47,-8.97393,-1.71101,34.8734
53.48,-8.25412,-1.13846,34.0761
53.49,-7.55399,-0.68134,33.2499
53.5,-6.88208,-0.327356,32.4104
53.51,-6.24488,-0.0632814,31.5698
53.52,-5.647,0.124108,30.737
53.53,-5.09139,0.247398,29.9182
53.54,-4.57954,0.318127,29.1172
53.55,-4.11179,0.346565,28.3367
53.56,-3.68753,0.341629,27.5777
53.57,-3.30541,0.310896,26.8407
53.58,-2.96357,0.260675,26.1255
53.59,-2.65977,0.196118,25.4317
53.6,-2.39155,0.121346,24.7585
53.61,-2.15633,0.0395848,24.1052
53.62,-1.9515,-0.0467137,23.4709
53.63,-1.77453,-0.135748,22.855
53.64,-1.62295,-0.226261,22.2566
53.65,-1.49445,-0.317446,21.6751
53.66,-1.38686,-0.408865,21.1099
53.67,-1.29822,-0.500379,20.5604
53.68,-1.22673,-0.592091,20.0261
53.69,-1.17079,-0.684299,19.5067
53.7,-1.12899,-0.777456,19.0017
53.71,-1.1001,-0.872142,18.5107
53.72,-1.08308,-0.96904,18.0335
53.73,-1.07703,-1.06892,17.5698
53.74,-1.08124,-1.17263,17.1194
53.75,-1.09514,-1.28107,16.6821
53.76,-1.11831,-1.39523,16.2577
53.77,-1.15045,-1.51615,15.8462
53.78,-1.19142,-1.64494,15.4475
53.79,-1.24117,-1.78277,15.0616
53.8,-1.29979,-1.93089,14.6885
53.81,-1.36747,-2.09065,14.3284
53.82,-1.44454,-2.26348,13.9816
53.83,-1.53142,-2.45092,13.6483
53.84,-1.62864,-2.6546,13.3289
53.85,-1.73685,-2.87632,13.0241
53.86,-1.85681,-3.11795,12.7345
53.87,-1.98939,-3.38157,12.461
53.88,-2.13559,-3.66934,12.2048
53.89,-2.29653,-3.98363,11.9673
53.9,-2.47345,-4.32692,11.7502
53.91,-2.6677,-4.70185,11.5555
53.92,-2.88079,-5.1112,11.3857
53.93,-3.11434,-5.55785,11.2438
53.94,-3.3701,-6.04472,11.1335
53.95,-3.64991,-6.57476,11.059
53.96,-3.95573,-7.15081,11.0255
53.97,-4.28961,-7.77551,11.0389
53.98,-4.65361,-8.4511,11.1063
53.99,-5.04979,-9.17924,11.2361
54,-5.48014,-9.96067,11.4375
54.01,-5.94646,-10.7949,11.7216
54.02,-6.45026,-11.6797,12.1005
54.03,-6.99259,-12.6105,12.5877
54.04,-7.57383,-13.5798,13.1978
54.05,-8.19343,-14.5767,13.946
54.06,-8.84965,-15.5853,14.8477
54.07,-9.53916,-16.5849,15.9171
54.08,-10.2567,-17.5489,17.1663
54.09,-10.9946,-18.4443,18.6031
54.1,-11.7427,-19.2324,20.2291
54.11,-12.4876,-19.8694,22.0369
54.12,-13.2131,-20.3085,24.0079
54.13,-13.8999,-20.5031,26.1102
54.14,-14.5262,-20.411,28.2973
54.15,-15.0689,-19.9999,30.5086
54.16,-15.5047,-19.2523,32.6721
54.17,-15.8116,-18.1705,34.7093
54.18,-15.971,-16.7793,36.5417
54.19,-15.9698,-15.1257,38.0987
54.2,-15.8013,-13.2759,39.3258
54.21,-15.4664,-11.3085,40.1897
54.22,-14.9738,-9.30672,40.6815
54.23,-14.3392,-7.34949,40.8157
54.24,-13.5837,-5.50452,40.6265
54.25,-12.7321,-3.82331,40.162
54.26,-11.8109,-2.33921,39.4769
54.27,-10.8463,-1.06804,38.6273
54.28,-9.86297,-0.0106237,37.6648
54.29,-8.88252,0.843725,36.6341
54.3,-7.92317,1.51344,35.5717
54.31,-6.99941,2.02132,34.505
54.32,-6.12206,2.39183,33.4538
54.33,-5.2986,2.64909,32.4313
54.34,-4.53359,2.81558,31.4453
54.35,-3.8291,2.91145,30.4997
54.36,-3.18522,2.95416,29.5957
54.37,-2.60052,2.95852,28.7326
54.38,-2.0724,2.93679,27.9087
54.39,-1.59745,2.89898,27.1216
54.4,-1.17174,2.85313,26.3688
54.41,-0.791029,2.80556,25.6476
54.42,-0.450955,2.76124,24.9557
54.43,-0.147145,2.72399,24.291
54.44,0.124669,2.69668,23.6516
54.45,0.368591,2.68152,23.0359
54.46,0.588512,2.68011,22.4424
54.47,0.788087,2.69368,21.8701
54.48,0.970723,2.72312,21.3182
54.49,1.13958,2.76915,20.7858
54.5,1.29757,2.83234,20.2726
54.51,1.44739,2.91321,19.778
54.52,1.59153,3.01225,19.302
54.53,1.73227,3.13001,18.8445
54.54,1.87176,3.26706,18.4055
54.55,2.01197,3.42408,17.9853
54.56,2.15478,3.60184,17.5842
54.57,2.30196,3.80124,17.2029
54.58,2.45519,4.02327,16.842
54.59,2.61611,4.26907,16.5025
54.6,2.78631,4.5399,16.1857
54.61,2.96735,4.83711,15.8928
54.62,3.16078,5.16218,15.6258
54.63,3.36814,5.51663,15.3865
54.64,3.59099,5.90205,15.1777
54.65,3.83087,6.32001,15.002
54.66,4.08933,6.77201,14.863
54.67,4.36792,7.25942,14.7646
54.68,4.66813,7.78337,14.7113
54.69,4.99144,8.34459,14.7085
54.7,5.3392,8.94331,14.762
54.71,5.71264,9.57901,14.8786
54.72,6.11277,10.2502,15.0655
54.73,6.5403,10.9542,15.331
